Term Locale,Term Category,Term,Alias,Case Sensitive
en-US,Accounting - FASB,Amortized Cost,,False
en-US,Accounting - FASB,Amortized Cost Basis,,False
en-US,Accounting - FASB,Analogous Reservoir,,False
en-US,Accounting - FASB,Annual Policyholder Dividends,,False
en-US,Accounting - FASB,Annual Report,,False
en-US,Accounting - FASB,Annuitization,,False
en-US,Accounting - FASB,Annuity Contract,,False
en-US,Accounting - FASB,Annuity Trust,,False
en-US,Accounting - FASB,Anticipated Transactions,,False
en-US,Accounting - FASB,Antidilution,,False
en-US,Accounting - FASB,Applicable Statutory Federal Income Tax Rate,,False
en-US,Accounting - FASB,Area Franchise,,False
en-US,Accounting - FASB,Assessment Entities,,False
en-US,Accounting - FASB,Asset Group,,False
en-US,Accounting - FASB,Asset Retirement Cost,,False
en-US,Accounting - FASB,Asset Retirement Obligation,,False
en-US,Accounting - FASB,Assigned Amounts,,False
en-US,Accounting - FASB,Associate,,False
en-US,Accounting - FASB,Association,,False
en-US,Accounting - FASB,Assumed per Capita Claims Cost,,False
en-US,Accounting - FASB,Assuming Entity,,False
en-US,Accounting - FASB,Assumption,,False
en-US,Accounting - FASB,Assumptions,,False
en-US,Accounting - FASB,Asymmetrical Default Provision,,False
en-US,Accounting - FASB,Attached Call Option,,False
en-US,Accounting - FASB,Attorney-in-Fact,,False
en-US,Accounting - FASB,Attribute,,False
en-US,Accounting - FASB,Attribution,,False
en-US,Accounting - FASB,Attribution Period,,False
en-US,Accounting - FASB,Auction Rate Notes,,False
en-US,Accounting - FASB,Authorization Code,,False
en-US,Accounting - FASB,Automatic Stay Provisions,,False
en-US,Accounting - FASB,Available-for-Sale Securities,,False
en-US,Accounting - FASB,Award,,False
en-US,Accounting - FASB,Baby Bonds,,False
en-US,Accounting - FASB,Back-End Load,,False
en-US,Accounting - FASB,Backplant,,False
en-US,Accounting - FASB,Balance Sheets,,False
en-US,Accounting - FASB,Bankruptcy Code,,False
en-US,Accounting - FASB,Bankruptcy Court,,False
en-US,Accounting - FASB,Bankruptcy-Remote Entity,,False
en-US,Accounting - FASB,Bargaining Cooperative,,False
en-US,Accounting - FASB,Bargain Purchase,,False
en-US,Accounting - FASB,Bargain Purchase Option,,False
en-US,Accounting - FASB,Bargain Renewal Option,,False
en-US,Accounting - FASB,Barter,,False
en-US,Accounting - FASB,Base Contract,,False
en-US,Accounting - FASB,Base Jackpot,,False
en-US,Accounting - FASB,Basic Earnings Per Share,,False
en-US,Accounting - FASB,Benchmark Interest Rate,,False
en-US,Accounting - FASB,Beneficial Conversion Feature,,False
en-US,Accounting - FASB,Beneficial Interests,,False
en-US,Accounting - FASB,Benefit,,False
en-US,Accounting - FASB,Benefit Approach,,False
en-US,Accounting - FASB,Benefit Formula,,False
en-US,Accounting - FASB,Benefit Information,,False
en-US,Accounting - FASB,Benefit Information Date,,False
en-US,Accounting - FASB,Benefit Period,,False
en-US,Accounting - FASB,Benefit-Responsive Investment Contract,,False
en-US,Accounting - FASB,Benefits,,False
en-US,Accounting - FASB,Benefit Security,,False
en-US,Accounting - FASB,Benefits of Servicing,,False
en-US,Accounting - FASB,Benefit-Years-of-Service Approach,,False
en-US,Accounting - FASB,Bid-Ask Spread,,False
en-US,Accounting - FASB,Binder Date,,False
en-US,Accounting - FASB,Blackout Period,,False
en-US,Accounting - FASB,Blended-Rate Loans,,False
en-US,Accounting - FASB,Actuarial Loss,,False
en-US,Accounting - FASB,Blind Pool Partnerships,,False
en-US,Accounting - FASB,Partially Blind Pool Partnerships,,False
en-US,Accounting - FASB,Block of New Insurance Contracts,,False
en-US,Accounting - FASB,Board-Contingent Plan,,False
en-US,Accounting - FASB,Board-Designated Endowment Fund,,False
en-US,Accounting - FASB,Board-Designated Net Assets,,False
en-US,Accounting - FASB,Box Spread,,False
en-US,Accounting - FASB,Breakage,,False
en-US,Accounting - FASB,Breeding Herds,,False
en-US,Accounting - FASB,Broadcaster,,False
en-US,Accounting - FASB,Broker-Assisted Cashless Exercise,,False
en-US,Accounting - FASB,Brokered Market,,False
en-US,Accounting - FASB,B Shares,,False
en-US,Accounting - FASB,Bunny Bonds,,False
en-US,Accounting - FASB,Business,,False
en-US,Accounting - FASB,Business Combination,,False
en-US,Accounting - FASB,Business Interruption Insurance,,False
en-US,Accounting - FASB,Buydowns,,False
en-US,Accounting - FASB,Cable Television Plant,,False
en-US,Accounting - FASB,Calculated Value,,False
en-US,Accounting - FASB,Callable Obligation,,False
en-US,Accounting - FASB,Call Option,,False
en-US,Accounting - FASB,Capacity Contract,,False
en-US,Accounting - FASB,Capital Infusions,,False
en-US,Accounting - FASB,Capitalization Rate,,False
en-US,Accounting - FASB,Capitalize,,False
en-US,Accounting - FASB,Capital Lease,,False
en-US,Accounting - FASB,Capitation Fee,,False
en-US,Accounting - FASB,Captive Insurer,,False
en-US,Accounting - FASB,Career-Average-Pay Formula,,False
en-US,Accounting - FASB,Carrybacks,,False
en-US,Accounting - FASB,Carryforwards,,False
en-US,Accounting - FASB,Carrying Amount,,False
en-US,Accounting - FASB,Cash,,False
en-US,Accounting - FASB,Cash Advance Method,,False
en-US,Accounting - FASB,Cash Balance Plan,,False
en-US,Accounting - FASB,Cash Consideration,,False
en-US,Accounting - FASB,Cash Equivalents,,False
en-US,Accounting - FASB,Cash Flow Hedge,,False
en-US,Accounting - FASB,Cash Flows Expected at Acquisition,,False
en-US,Accounting - FASB,Cashless Exercise,,False
en-US,Accounting - FASB,Cash Surrender Value,,False
en-US,Accounting - FASB,Causes,,False
en-US,Accounting - FASB,CDSL,,False
en-US,Accounting - FASB,Cease-Use Date,,False
en-US,Accounting - FASB,Ceding Entity,,False
en-US,Accounting - FASB,Certificates,,False
en-US,Accounting - FASB,Change in Accounting Estimate,,False
en-US,Accounting - FASB,Change in Accounting Estimate Effected by a Change in Accounting Principle,,False
en-US,Accounting - FASB,Change in Accounting Principle,,False
en-US,Accounting - FASB,Change in the Reporting Entity,,False
en-US,Accounting - FASB,Chapter 11,,False
en-US,Accounting - FASB,Chapter 7,,False
en-US,Accounting - FASB,Charitable Gift Annuity,,False
en-US,Accounting - FASB,Charitable Lead Annuity Trust,CLAT,False
en-US,Accounting - FASB,Charitable Lead Trust,CLT,False
en-US,Accounting - FASB,Charitable Lead Unitrust,CLUT,False
en-US,Accounting - FASB,Charitable Remainder Annuity Trust,CRAT,False
en-US,Accounting - FASB,Charitable Remainder Trust,CRT,False
en-US,Accounting - FASB,Charitable Remainder Unitrust,CRUT,False
en-US,Accounting - FASB,Charity Care,,False
en-US,Accounting - FASB,Chips,,False
en-US,Accounting - FASB,Claim,,False
en-US,Accounting - FASB,Claim Adjustment Expenses,,False
en-US,Accounting - FASB,Claims Stabilization Reserve,,False
en-US,Accounting - FASB,Class of Financing Receivable,,False
en-US,Accounting - FASB,Cleanup Call Option,,False
en-US,Accounting - FASB,Closed Block,,False
en-US,Accounting - FASB,Closed-End Funds,,False
en-US,Accounting - FASB,Closed-Form Model,,False
en-US,Accounting - FASB,Closure,,False
en-US,Accounting - FASB,Coding,,False
en-US,Accounting - FASB,Collaborative Arrangement,,False
en-US,Accounting - FASB,Collateral,,False
en-US,Accounting - FASB,Collateral-Dependent Loan,,False
en-US,Accounting - FASB,Collateralized Financing Entity,,False
en-US,Accounting - FASB,Collateral Split-Dollar Life Insurance,,False
en-US,Accounting - FASB,Collections,,False
en-US,Accounting - FASB,Combination Award,,False
en-US,Accounting - FASB,Combined Financial Statements,,False
en-US,Accounting - FASB,Commencement Date,,False
en-US,Accounting - FASB,Commercial Letter of Credit,,False
en-US,Accounting - FASB,Commercial Production,,False
en-US,Accounting - FASB,Commitment Fees,,False
en-US,Accounting - FASB,Committed-to-Be-Released Shares,,False
en-US,Accounting - FASB,Commodity,,False
en-US,Accounting - FASB,Common Costs,,False
en-US,Accounting - FASB,Common Interest Realty Association,CIRA,False
en-US,Accounting - FASB,Common Property,,False
en-US,Accounting - FASB,Common Risk Characteristics,,False
en-US,Accounting - FASB,Common Stock,,False
en-US,Accounting - FASB,Communication Date,,False
en-US,Accounting - FASB,Compensated Absences,,False
en-US,Accounting - FASB,Compensation,,False
en-US,Accounting - FASB,Compensation Plan,,False
en-US,Accounting - FASB,Completion of a Transfer,,False
en-US,Accounting - FASB,Component of an Entity,,False
en-US,Accounting - FASB,Comprehensive Income,,False
en-US,Accounting - FASB,Condensate,,False
en-US,Accounting - FASB,Conditional Asset Retirement Obligation,,False
en-US,Accounting - FASB,Conditional Promise to Give,,False
en-US,Accounting - FASB,Condominium,,False
en-US,Accounting - FASB,Conduit Debt Securities,,False
en-US,Accounting - FASB,Confirmed Plan,,False
en-US,Accounting - FASB,Consent Decree,,False
en-US,Accounting - FASB,Consenting Classes,,False
en-US,Accounting - FASB,Consideration,,False
en-US,Accounting - FASB,Consideration in the Contract,,False
en-US,Accounting - FASB,Consolidated Affiliate,,False
en-US,Accounting - FASB,Consolidated Financial Statements,,False
en-US,Accounting - FASB,Consolidated Group,,False
en-US,Accounting - FASB,Consolidation,,False
en-US,Accounting - FASB,Construction Period Lease Payments,,False
en-US,Accounting - FASB,Consumer Price Index for All Urban Consumers,CPI-U,False
en-US,Accounting - FASB,Contingency,,False
en-US,Accounting - FASB,Contingent Consideration,,False
en-US,Accounting - FASB,Contingent-Deferred Sales Load,,False
en-US,Accounting - FASB,Contingent Issuance,,False
en-US,Accounting - FASB,Contingently Convertible Instruments,,False
en-US,Accounting - FASB,Contingently Issuable Shares,,False
en-US,Accounting - FASB,Contingent Rentals,,False
en-US,Accounting - FASB,Contingent Stock Agreement,,False
en-US,Accounting - FASB,Continuation of Activities,,False
en-US,Accounting - FASB,Continuing Cash Flows,,False
en-US,Accounting - FASB,Continuing Franchise Fees,,False
en-US,Accounting - FASB,Continuing Investments,,False
en-US,Accounting - FASB,Continuing Involvement,,False
en-US,Accounting - FASB,Contract,,False
en-US,Accounting - FASB,Contract Asset,,False
en-US,Accounting - FASB,Contract Exchange,,False
en-US,Accounting - FASB,Contract-for-Deed,,False
en-US,Accounting - FASB,Contract Liability,,False
en-US,Accounting - FASB,Contractor,,False
en-US,Accounting - FASB,Contract Period,,False
en-US,Accounting - FASB,Contract Rate,,False
en-US,Accounting - FASB,Contractually Required Payments Receivable,,False
en-US,Accounting - FASB,Contractually Specified Servicing Fees,,False
en-US,Accounting - FASB,Contract Value,,False
en-US,Accounting - FASB,Contract Value of a Fully Benefit-Responsive Investment Contract,,False
en-US,Accounting - FASB,Contribution,,False
en-US,Accounting - FASB,Contributions Receivable,,False
en-US,Accounting - FASB,Contributory Plan,,False
en-US,Accounting - FASB,Control,,False
en-US,Accounting - FASB,Control Area,,False
en-US,Accounting - FASB,Controlled Amortization Method,,False
en-US,Accounting - FASB,Control of a Not-for-Profit Entity,,False
en-US,Accounting - FASB,Conversion,,False
en-US,Accounting - FASB,Conversion Rate,,False
en-US,Accounting - FASB,Convertible Security,,False
en-US,Accounting - FASB,Cooperative Advertising,,False
en-US,Accounting - FASB,Cooperative Housing Corporation,,False
en-US,Accounting - FASB,Core Software,,False
en-US,Accounting - FASB,Corporate Joint Venture,,False
en-US,Accounting - FASB,Corrective Action,,False
en-US,Accounting - FASB,Cost Approach,,False
en-US,Accounting - FASB,Cost-Compensation Approach,,False
en-US,Accounting - FASB,Cost of Insurance,,False
en-US,Accounting - FASB,Cost-Plus-Award-Fee Contract,,False
en-US,Accounting - FASB,Cost-Plus-Fixed-Fee Contract,,False
en-US,Accounting - FASB,Cost-Plus-Incentive-Fee Contract,,False
en-US,Accounting - FASB,Cost Recovery Method,,False
en-US,Accounting - FASB,Cost-Sharing Contract,,False
en-US,Accounting - FASB,Cost-Sharing,,False
en-US,Accounting - FASB,Costs Incurred to Rent Real Estate Projects,,False
en-US,Accounting - FASB,Costs Incurred to Sell Real Estate Projects,,False
en-US,Accounting - FASB,Costs of Joint Activities,,False
en-US,Accounting - FASB,Cost-Type Contracts,,False
en-US,Accounting - FASB,Cost-Without-Fee Contract,,False
en-US,Accounting - FASB,Counterparty Performance Conditions,,False
en-US,Accounting - FASB,Coupon,,False
en-US,Accounting - FASB,Coverage,,False
en-US,Accounting - FASB,Coverage Period,,False
en-US,Accounting - FASB,Cram-Down Provisions,,False
en-US,Accounting - FASB,Credit Card Fees,,False
en-US,Accounting - FASB,Credit Derivative,,False
en-US,Accounting - FASB,Credited Service Period,,False
en-US,Accounting - FASB,Credit Life Insurance,,False
en-US,Accounting - FASB,Credit Quality Indicator,,False
en-US,Accounting - FASB,Credit Risk,,False
en-US,Accounting - FASB,Crop Development Costs,,False
en-US,Accounting - FASB,Crops,,False
en-US,Accounting - FASB,Cross-Collateralized,,False
en-US,Accounting - FASB,Cross-Volatility,,False
en-US,Accounting - FASB,Currency Risk,,False
en-US,Accounting - FASB,Current Assets,,False
en-US,Accounting - FASB,Current Cost-Constant Purchasing Power Accounting,,False
en-US,Accounting - FASB,Current Liabilities,,False
en-US,Accounting - FASB,Current Shareholders,,False
en-US,Accounting - FASB,Current Tax Expense,,False
en-US,Accounting - FASB,Curtailment,,False
en-US,Accounting - FASB,Current Tax Benefit,,False
en-US,Accounting - FASB,Curtailment,,False
en-US,Accounting - FASB,Customer,,False
en-US,Accounting - FASB,Customer Support,,False
en-US,Accounting - FASB,Date of Demutualization,,False
en-US,Accounting - FASB,Daylight Overdraft,,False
en-US,Accounting - FASB,Day-One Bonus,,False
en-US,Accounting - FASB,Daypart,,False
en-US,Accounting - FASB,Dealer Market,,False
en-US,Accounting - FASB,Debt-Equity Swap,,False
en-US,Accounting - FASB,Debtor-in-Possession,,False
en-US,Accounting - FASB,Debt Security,,False
en-US,Accounting - FASB,Decision Maker,,False
en-US,Accounting - FASB,Decision-Making Authority,,False
en-US,Accounting - FASB,Deductible Temporary Difference,,False
en-US,Accounting - FASB,Defensive Intangible Asset,,False
en-US,Accounting - FASB,Deferment,,False
en-US,Accounting - FASB,Deferred Acquisition Costs Tax,,False
en-US,Accounting - FASB,Deferred Tax Asset,,False
en-US,Accounting - FASB,Deferred Tax Consequences,,False
en-US,Accounting - FASB,Deferred Tax Expense,,False
en-US,Accounting - FASB,Deferred Tax Liability,,False
en-US,Accounting - FASB,Defined Benefit Plan,,False
en-US,Accounting - FASB,Defined Contribution Plan,,False
en-US,Accounting - FASB,Delayed Equity Investment,,False
en-US,Accounting - FASB,Delivery,,False
en-US,Accounting - FASB,Demutualization,,False
en-US,Accounting - FASB,Dependency Status,,False
en-US,Accounting - FASB,Deposit Method,,False
en-US,Accounting - FASB,Derecognize,,False
en-US,Accounting - FASB,Derivative Financial Instrument,,False
en-US,Accounting - FASB,Derivative Financial Instruments and Derivative Commodity Instru,,False
en-US,Accounting - FASB,Derivative Instrument,,False
en-US,Accounting - FASB,Derived Service Period,,False
en-US,Accounting - FASB,Designated Net Assets,,False
en-US,Accounting - FASB,Detail Program Design,,False
en-US,Accounting - FASB,Deterministic Estimate,,False
en-US,Accounting - FASB,Developed Oil and Gas Reserves,,False
en-US,Accounting - FASB,Developmental Costs,,False
en-US,Accounting - FASB,Development Costs,,False
en-US,Accounting - FASB,Development Project,,False
en-US,Accounting - FASB,Development Stage Entity,,False
en-US,Accounting - FASB,Development Well,,False
en-US,Accounting - FASB,Diagnosis-Related Group,,False
en-US,Accounting - FASB,Diluted Earnings Per Share,,False
en-US,Accounting - FASB,Dilution,,False
en-US,Accounting - FASB,Direct Effects of a Change in Accounting Principle,,False
en-US,Accounting - FASB,Direct Financing Lease,,False
en-US,Accounting - FASB,Direct Financing Leases,,False
en-US,Accounting - FASB,Direct Guarantee of Indebtedness,,False
en-US,Accounting - FASB,Direct Loan,,False
en-US,Accounting - FASB,Direct Loan Origination Costs,,False
en-US,Accounting - FASB,Direct Selling Costs,,False
en-US,Accounting - FASB,Disclosure Statement,,False
en-US,Accounting - FASB,Discount,,False
en-US,Accounting - FASB,Discount Rate,,False
en-US,Accounting - FASB,Discount Rate Adjustment Technique,,False
en-US,Accounting - FASB,Discount Rate for the Lease,,False
en-US,Accounting - FASB,Disposal,,False
en-US,Accounting - FASB,Disposal Group,,False
en-US,Accounting - FASB,Distribution Costs,,False
en-US,Accounting - FASB,Distribution-Form Demutualization,,False
en-US,Accounting - FASB,Distributor,,False
en-US,Accounting - FASB,Dividend Fund,,False
en-US,Accounting - FASB,Dividend Fund Interest Rate,,False
en-US,Accounting - FASB,Dividends,,False
en-US,Accounting - FASB,Dividend Scales,,False
en-US,Accounting - FASB,Dividend to Policyholders,,False
en-US,Accounting - FASB,Dollar-Roll Repurchase Agreement,,False
en-US,Accounting - FASB,Donor-Imposed Condition,,False
en-US,Accounting - FASB,Donor-Imposed Restriction,,False
en-US,Accounting - FASB,Donor-Restricted Endowment Fund,,False
en-US,Accounting - FASB,Donor-Restricted Support,,False
en-US,Accounting - FASB,Downgrade,,False
en-US,Accounting - FASB,DRG,,False
en-US,Accounting - FASB,Dropdown,,False
en-US,Accounting - FASB,Earnings of an Investee,,False
en-US,Accounting - FASB,Earnings Per Share,EPS,False
en-US,Accounting - FASB,Earnings Protection Benefit,,False
en-US,Accounting - FASB,Economically Producible,,False
en-US,Accounting - FASB,Economic Interest,,False
en-US,Accounting - FASB,Economic Interest in an Entity,,False
en-US,Accounting - FASB,Economic Life,,False
en-US,Accounting - FASB,Effective Date of the Modification,,False
en-US,Accounting - FASB,Effective Interest Rate,,False
en-US,Accounting - FASB,Effective Notional Amount,,False
en-US,Accounting - FASB,Electronic Ticket,,False
en-US,Accounting - FASB,Embedded Call Option,,False
en-US,Accounting - FASB,Embedded Credit Derivative,,False
en-US,Accounting - FASB,Embedded Derivative,,False
en-US,Accounting - FASB,Emerging Entity,,False
en-US,Accounting - FASB,Employee,,False
en-US,Accounting - FASB,Employee Stock Ownership Plan,ESOP,False
en-US,Accounting - FASB,Employer Loan,,False
en-US,Accounting - FASB,Endeavor,,False
en-US,Accounting - FASB,Endorsement Split-Dollar Life Insurance,,False
en-US,Accounting - FASB,Endowment Contract,,False
en-US,Accounting - FASB,Endowment Fund,,False
en-US,Accounting - FASB,Enhanced 12b-1 Plan,,False
en-US,Accounting - FASB,Enhanced-Crediting-Rate Bonus,,False
en-US,Accounting - FASB,Enhancement,,False
en-US,Accounting - FASB,Entry Price,,False
en-US,Accounting - FASB,Equitable Right of Redemption,,False
en-US,Accounting - FASB,Equity-Indexed Annuity,,False
en-US,Accounting - FASB,Equity Interests,,False
en-US,Accounting - FASB,Equity Kicker,,False
en-US,Accounting - FASB,Equity Restructuring,,False
en-US,Accounting - FASB,Equity Security,,False
en-US,Accounting - FASB,Equity Shares,,False
en-US,Accounting - FASB,Equity Transfer,,False
en-US,Accounting - FASB,Error in Previously Issued Financial Statements,,False
en-US,Accounting - FASB,Estimated Current Value,,False
en-US,Accounting - FASB,Estimated Economic Life,,False
en-US,Accounting - FASB,Estimated Residual Value,,False
en-US,Accounting - FASB,Estimated Ultimate Recovery,,False
en-US,Accounting - FASB,Event,,False
en-US,Accounting - FASB,Excess Costs,,False
en-US,Accounting - FASB,Excess Tax Benefits,,False
en-US,Accounting - FASB,Exchange,,False
en-US,Accounting - FASB,Exchange Market,,False
en-US,Accounting - FASB,Exchange Rate,,False
en-US,Accounting - FASB,Executive Officers,,False
en-US,Accounting - FASB,Exempt and Nonexempt Cooperatives,,False
en-US,Accounting - FASB,Exercise Contingency,,False
en-US,Accounting - FASB,Exercise Price,,False
en-US,Accounting - FASB,Existing Contract,,False
en-US,Accounting - FASB,Exit Price,,False
en-US,Accounting - FASB,Expected Cash Flow,,False
en-US,Accounting - FASB,Expected Long-Term Rate of Return on Plan Assets,,False
en-US,Accounting - FASB,Expected Losses,,False
en-US,Accounting - FASB,Expected Losses and Expected Residual Returns,,False
en-US,Accounting - FASB,Expected Postretirement Benefit Obligation,,False
en-US,Accounting - FASB,Expected Residual Profit,,False
en-US,Accounting - FASB,Expected Residual Returns,,False
en-US,Accounting - FASB,Expected Return on Plan Assets,,False
en-US,Accounting - FASB,Expected Variability,,False
en-US,Accounting - FASB,Expendable Parts,,False
en-US,Accounting - FASB,Expenditures,,False
en-US,Accounting - FASB,Experience Adjustment,,False
en-US,Accounting - FASB,Explicit Approach to Assumptions,,False
en-US,Accounting - FASB,Explicit Service Period,,False
en-US,Accounting - FASB,Exploitation Costs,,False
en-US,Accounting - FASB,Exploration,,False
en-US,Accounting - FASB,Exploration Costs,,False
en-US,Accounting - FASB,Exploratory Well,,False
en-US,Accounting - FASB,Extended Warranty,,False
en-US,Accounting - FASB,Extraordinary Items,,False
en-US,Accounting - FASB,Face Amount,,False
en-US,Accounting - FASB,Fail-to-Deliver,,False
en-US,Accounting - FASB,Fail-to-Receive,,False
en-US,Accounting - FASB,Fair Value,,False
en-US,Accounting - FASB,Fair Value Hedge,,False
en-US,Accounting - FASB,Fair Value of Leased Property,,False
en-US,Accounting - FASB,Fare,,False
en-US,Accounting - FASB,Federal Home Loan Mortgage Corporation,FHLMC,False
en-US,Accounting - FASB,Federal National Mortgage Association,FNMA,False
en-US,Accounting - FASB,Deferred Tax Benefit,,False
en-US,Accounting - FASB,Fed Funds Effective Swap Rate,Overnight Index Swap Rate,False
en-US,Accounting - FASB,Fees,,False
en-US,Accounting - FASB,Field,,False
en-US,Accounting - FASB,Field and Row Crops,,False
en-US,Accounting - FASB,Film Costs,,False
en-US,Accounting - FASB,Film Prints,,False
en-US,Accounting - FASB,Films,,False
en-US,Accounting - FASB,Final-Pay Formula,,False
en-US,Accounting - FASB,Finance Lease,,False
en-US,Accounting - FASB,Finance Subsidiary,,False
en-US,Accounting - FASB,Financial Asset,,False
en-US,Accounting - FASB,Financial Flexibility,,False
en-US,Accounting - FASB,Financial Guarantee Insurance Contract,,False
en-US,Accounting - FASB,Financial Guarantee Reinsurance Contract,,False
en-US,Accounting - FASB,Financial Instrument,,False
en-US,Accounting - FASB,Financial Liability,,False
en-US,Accounting - FASB,Financially Interrelated Entities,,False
en-US,Accounting - FASB,Financial Standby Letter of Credit,,False
en-US,Accounting - FASB,Financial Statements Are Available to Be Issued,,False
en-US,Accounting - FASB,Financial Statements Are Issued,,False
en-US,Accounting - FASB,Financing Activities,,False
en-US,Accounting - FASB,Financing Receivable,,False
en-US,Accounting - FASB,Firm Commitment,,False
en-US,Accounting - FASB,Firm Fixed-Price Contract,,False
en-US,Accounting - FASB,Firm Purchase Commitment,,False
en-US,Accounting - FASB,Fiscal Funding Clause,,False
en-US,Accounting - FASB,Fixed Fee,,False
en-US,Accounting - FASB,Fixed Participation Method,,False
en-US,Accounting - FASB,Fixed-Price Contract Providing for Firm Target Cost Incentives,,False
en-US,Accounting - FASB,Fixed-Price Contract Providing for Performance Incentives,,False
en-US,Accounting - FASB,Fixed-Price Contract Providing for Prospective Periodic Redetermination of Price,,False
en-US,Accounting - FASB,Fixed-Price Contract Providing for Retroactive Redetermination of Price,,False
en-US,Accounting - FASB,Fixed-Price Contract Providing for Successive Target Cost Incentives,,False
en-US,Accounting - FASB,Fixed-Price Contracts,,False
en-US,Accounting - FASB,Fixed-Price Contract with Economic Price Adjustment,,False
en-US,Accounting - FASB,Fixed-Price Level-of-Effort Term Contract,,False
en-US,Accounting - FASB,Fixed Time,,False
en-US,Accounting - FASB,Flat-Benefit Formula,,False
en-US,Accounting - FASB,Flip Transactions,,False
en-US,Accounting - FASB,Floating Participation Method,,False
en-US,Accounting - FASB,Floating Time,,False
en-US,Accounting - FASB,Floor Broker,,False
en-US,Accounting - FASB,Forecasted Transaction,,False
en-US,Accounting - FASB,Foreign Activities,,False
en-US,Accounting - FASB,Foreign Currency,,False
en-US,Accounting - FASB,Foreign Currency Statements,,False
en-US,Accounting - FASB,Foreign Currency Transactions,,False
en-US,Accounting - FASB,Foreign Currency Translation,,False
en-US,Accounting - FASB,Foreign Entity,,False
en-US,Accounting - FASB,Foreign Exchange Risk,,False
en-US,Accounting - FASB,Forward Commitment Dollar Roll,,False
en-US,Accounting - FASB,Forward Exchange Contract,,False
en-US,Accounting - FASB,Fractional Interest,,False
en-US,Accounting - FASB,Franchise Agreement,,False
en-US,Accounting - FASB,Franchisee,,False
en-US,Accounting - FASB,Franchisor,,False
en-US,Accounting - FASB,Fraternal Benefit Society,,False
en-US,Accounting - FASB,Freestanding Call Option,,False
en-US,Accounting - FASB,Freestanding Contract,,False
en-US,Accounting - FASB,Freestanding Financial Instrument,,False
en-US,Accounting - FASB,Front-End Fees,,False
en-US,Accounting - FASB,Front-End Load,,False
en-US,Accounting - FASB,Fronting Arrangements,,False
