Term Locale,Term Category,Term,Alias,Case Sensitive
en-GB,Accounting - IFRS,direct method,,FALSE
en-GB,Accounting - IFRS,Directive,,FALSE
en-GB,Accounting - IFRS,director,,FALSE
en-GB,Accounting - IFRS,disclosed,,FALSE
en-GB,Accounting - IFRS,discount received,,FALSE
en-GB,Accounting - IFRS,dividend,,FALSE
en-GB,Accounting - IFRS,dividend cover,,FALSE
en-GB,Accounting - IFRS,dividend yield,,FALSE
en-GB,Accounting - IFRS,doubtful debts,,FALSE
en-GB,Accounting - IFRS,drawings,,FALSE
en-GB,Accounting - IFRS,earnings for ordinary shareholders,,FALSE
en-GB,Accounting - IFRS,earnings per share,,FALSE
en-GB,Accounting - IFRS,effective interest rate,,FALSE
en-GB,Accounting - IFRS,efficient markets hypothesis,,FALSE
en-GB,Accounting - IFRS,endorsed,,FALSE
en-GB,Accounting - IFRS,endorsement,,FALSE
en-GB,Accounting - IFRS,enterprise,,FALSE
en-GB,Accounting - IFRS,entity,,FALSE
en-GB,Accounting - IFRS,entry price,,FALSE
en-GB,Accounting - IFRS,equities analyst,,FALSE
en-GB,Accounting - IFRS,equity,,FALSE
en-GB,Accounting - IFRS,equity accounting,,FALSE
en-GB,Accounting - IFRS,equity interest,,FALSE
en-GB,Accounting - IFRS,equity portfolio,,FALSE
en-GB,Accounting - IFRS,equity shares,,FALSE
en-GB,Accounting - IFRS,eurobond market,,FALSE
en-GB,Accounting - IFRS,exit price,,FALSE
en-GB,Accounting - IFRS,exit value,,FALSE
en-GB,Accounting - IFRS,expense,,FALSE
en-GB,Accounting - IFRS,external reporting,,FALSE
en-GB,Accounting - IFRS,external users,,FALSE
en-GB,Accounting - IFRS,fair value,,FALSE
en-GB,Accounting - IFRS,faithful presentation,,FALSE
en-GB,Accounting - IFRS,financial accounting,,FALSE
en-GB,Accounting - IFRS,financial adaptability,,FALSE
en-GB,Accounting - IFRS,financial gearing,,FALSE
en-GB,Accounting - IFRS,financial information,,FALSE
en-GB,Accounting - IFRS,Financial Reporting Standard,,FALSE
en-GB,Accounting - IFRS,financial risk,,FALSE
en-GB,Accounting - IFRS,financial statements,,FALSE
en-GB,Accounting - IFRS,financial viability,,FALSE
en-GB,Accounting - IFRS,financing activities,,FALSE
en-GB,Accounting - IFRS,fixed asset,,FALSE
en-GB,Accounting - IFRS,fixed assets,,FALSE
en-GB,Accounting - IFRS,fixed assets usage,,FALSE
en-GB,Accounting - IFRS,fixed capital,,FALSE
en-GB,Accounting - IFRS,fixed cost,,FALSE
en-GB,Accounting - IFRS,floating charge,,FALSE
en-GB,Accounting - IFRS,forecast,,FALSE
en-GB,Accounting - IFRS,format,,FALSE
en-GB,Accounting - IFRS,forward exchange contract,,FALSE
en-GB,Accounting - IFRS,fully paid,,FALSE
en-GB,Accounting - IFRS,fund manager,,FALSE
en-GB,Accounting - IFRS,gearing,,FALSE
en-GB,Accounting - IFRS,general purpose financial statements,,FALSE
en-GB,Accounting - IFRS,going concern basis,,FALSE
en-GB,Accounting - IFRS,goodwill,,FALSE
en-GB,Accounting - IFRS,gross,,FALSE
en-GB,Accounting - IFRS,gross margin,,FALSE
en-GB,Accounting - IFRS,gross margin ratio,,FALSE
en-GB,Accounting - IFRS,gross profit,,FALSE
en-GB,Accounting - IFRS,group,,FALSE
en-GB,Accounting - IFRS,highlights statement,,FALSE
en-GB,Accounting - IFRS,historical cost,,FALSE
en-GB,Accounting - IFRS,HM Revenue and Customs,HMRC,FALSE
en-GB,Accounting - IFRS,IAS,,FALSE
en-GB,Accounting - IFRS,IASB,,FALSE
en-GB,Accounting - IFRS,IASB system,,FALSE
en-GB,Accounting - IFRS,IFRS,,FALSE
en-GB,Accounting - IFRS,impairment,,FALSE
en-GB,Accounting - IFRS,impairment review,,FALSE
en-GB,Accounting - IFRS,impairment test,,FALSE
en-GB,Accounting - IFRS,improvement,,FALSE
en-GB,Accounting - IFRS,income statement,,FALSE
en-GB,Accounting - IFRS,incorporation,,FALSE
en-GB,Accounting - IFRS,indirect method,,FALSE
en-GB,Accounting - IFRS,insider information,,FALSE
en-GB,Accounting - IFRS,institutional investor,,FALSE
en-GB,Accounting - IFRS,intangible,,FALSE
en-GB,Accounting - IFRS,interest,,FALSE
en-GB,Accounting - IFRS,interim reports,,FALSE
en-GB,Accounting - IFRS,internal reporting,,FALSE
en-GB,Accounting - IFRS,inventory,,FALSE
en-GB,Accounting - IFRS,investing activities,,FALSE
en-GB,Accounting - IFRS,investors,,FALSE
en-GB,Accounting - IFRS,joint and several liability,,FALSE
en-GB,Accounting - IFRS,key performance indicators,,FALSE
en-GB,Accounting - IFRS,leasing,,FALSE
en-GB,Accounting - IFRS,legal form,,FALSE
en-GB,Accounting - IFRS,leverage,,FALSE
en-GB,Accounting - IFRS,liabilities,,FALSE
en-GB,Accounting - IFRS,limited liability,,FALSE
en-GB,Accounting - IFRS,limited liability company,,FALSE
en-GB,Accounting - IFRS,liquidity,,FALSE
en-GB,Accounting - IFRS,listed company,,FALSE
en-GB,Accounting - IFRS,listing requirements,,FALSE
en-GB,Accounting - IFRS,Listing Rules,,FALSE
en-GB,Accounting - IFRS,loan covenants,,FALSE
en-GB,Accounting - IFRS,loan notes,,FALSE
en-GB,Accounting - IFRS,loan stock,,FALSE
en-GB,Accounting - IFRS,long-term finance,,FALSE
en-GB,Accounting - IFRS,management,,FALSE
en-GB,Accounting - IFRS,management accounting,,FALSE
en-GB,Accounting - IFRS,market value,,FALSE
en-GB,Accounting - IFRS,marking to market,,FALSE
en-GB,Accounting - IFRS,margin,,FALSE
en-GB,Accounting - IFRS,matching,,FALSE
en-GB,Accounting - IFRS,material,,FALSE
en-GB,Accounting - IFRS,materiality,,FALSE
en-GB,Accounting - IFRS,maturity,,FALSE
en-GB,Accounting - IFRS,maturity profile of debt,,FALSE
en-GB,Accounting - IFRS,memorandum,,FALSE
en-GB,Accounting - IFRS,merger,,FALSE
en-GB,Accounting - IFRS,minority interest,,FALSE
en-GB,Accounting - IFRS,net,,FALSE
en-GB,Accounting - IFRS,net assets,,FALSE
en-GB,Accounting - IFRS,net book value,,FALSE
en-GB,Accounting - IFRS,net profit,,FALSE
en-GB,Accounting - IFRS,net realisable value,,FALSE
en-GB,Accounting - IFRS,neutral,,FALSE
en-GB,Accounting - IFRS,nominal value,,FALSE
en-GB,Accounting - IFRS,non-controlling interest,,FALSE
en-GB,Accounting - IFRS,non-current assets,,FALSE
en-GB,Accounting - IFRS,non-current liabilities,,FALSE
en-GB,Accounting - IFRS,notes to the accounts,,FALSE
en-GB,Accounting - IFRS,off-balance-sheet finance,,FALSE
en-GB,Accounting - IFRS,offer for sale,,FALSE
en-GB,Accounting - IFRS,operating activities,,FALSE
en-GB,Accounting - IFRS,operating and financial review,,FALSE
en-GB,Accounting - IFRS,operating gearing,,FALSE
en-GB,Accounting - IFRS,operating margin,,FALSE
en-GB,Accounting - IFRS,operating risk,,FALSE
en-GB,Accounting - IFRS,ordinary shares,,FALSE
en-GB,Accounting - IFRS,ownership interest,,FALSE
en-GB,Accounting - IFRS,par value,,FALSE
en-GB,Accounting - IFRS,parent company,,FALSE
en-GB,Accounting - IFRS,partnership,,FALSE
en-GB,Accounting - IFRS,partnership deed,,FALSE
en-GB,Accounting - IFRS,partnership law,,FALSE
en-GB,Accounting - IFRS,portfolio,,FALSE
en-GB,Accounting - IFRS,portfolio of shares,,FALSE
en-GB,Accounting - IFRS,preference shares,,FALSE
en-GB,Accounting - IFRS,preliminary announcement,,FALSE
en-GB,Accounting - IFRS,premium,,FALSE
en-GB,Accounting - IFRS,prepayment,,FALSE
en-GB,Accounting - IFRS,present fairly,,FALSE
en-GB,Accounting - IFRS,price to earnings ratio,,FALSE
en-GB,Accounting - IFRS,price-sensitive information,,FALSE
en-GB,Accounting - IFRS,primary financial statements,,FALSE
en-GB,Accounting - IFRS,principal,,FALSE
en-GB,Accounting - IFRS,private limited company,Ltd,FALSE
en-GB,Accounting - IFRS,production overhead costs,,FALSE
en-GB,Accounting - IFRS,profit,,FALSE
en-GB,Accounting - IFRS,profit and loss account,,FALSE
en-GB,Accounting - IFRS,prospective investor,,FALSE
en-GB,Accounting - IFRS,prospectus,,FALSE
en-GB,Accounting - IFRS,provision,,FALSE
en-GB,Accounting - IFRS,provision for doubtful debts,,FALSE
en-GB,Accounting - IFRS,prudence,,FALSE
en-GB,Accounting - IFRS,public limited company,PLC,FALSE
en-GB,Accounting - IFRS,purchase method,,FALSE
en-GB,Accounting - IFRS,purchases,,FALSE
en-GB,Accounting - IFRS,qualified audit opinion,,FALSE
en-GB,Accounting - IFRS,quality of earnings,,FALSE
en-GB,Accounting - IFRS,quoted company,,FALSE
en-GB,Accounting - IFRS,long-term liabilities,,FALSE
en-GB,Accounting - IFRS,realised profit,,FALSE
en-GB,Accounting - IFRS,realisation,,FALSE
en-GB,Accounting - IFRS,recognised,,FALSE
en-GB,Accounting - IFRS,recognition,,FALSE
en-GB,Accounting - IFRS,Registrar of Companies,,FALSE
en-GB,Accounting - IFRS,relevance,,FALSE
en-GB,Accounting - IFRS,reliability,,FALSE
en-GB,Accounting - IFRS,replacement cost,,FALSE
en-GB,Accounting - IFRS,reserves,,FALSE
en-GB,Accounting - IFRS,residual value,,FALSE
en-GB,Accounting - IFRS,retained earnings,,FALSE
en-GB,Accounting - IFRS,retained profit,,FALSE
en-GB,Accounting - IFRS,return,,FALSE
en-GB,Accounting - IFRS,return on capital employed,,FALSE
en-GB,Accounting - IFRS,return on total assets,,FALSE
en-GB,Accounting - IFRS,return on shareholders' equity,,FALSE
en-GB,Accounting - IFRS,return,,FALSE
en-GB,Accounting - IFRS,revaluation reserve,,FALSE
en-GB,Accounting - IFRS,revenue,,FALSE
en-GB,Accounting - IFRS,rights issue,,FALSE
en-GB,Accounting - IFRS,risk,,FALSE
en-GB,Accounting - IFRS,sales,,FALSE
en-GB,Accounting - IFRS,sales invoice,,FALSE
en-GB,Accounting - IFRS,secured loan,,FALSE
en-GB,Accounting - IFRS,segmental reporting,,FALSE
en-GB,Accounting - IFRS,share capital,,FALSE
en-GB,Accounting - IFRS,share certificate,,FALSE
en-GB,Accounting - IFRS,share premium,,FALSE
en-GB,Accounting - IFRS,shareholders,,FALSE
en-GB,Accounting - IFRS,shareholders' funds,,FALSE
en-GB,Accounting - IFRS,shares,,FALSE
en-GB,Accounting - IFRS,short-term finance,,FALSE
en-GB,Accounting - IFRS,sole trader,,FALSE
en-GB,Accounting - IFRS,specific purpose financial statements,,FALSE
en-GB,Accounting - IFRS,stakeholders,,FALSE
en-GB,Accounting - IFRS,statement of changes in equity,,FALSE
en-GB,Accounting - IFRS,statement of principles,,FALSE
en-GB,Accounting - IFRS,statement of recognised income and expense,,FALSE
en-GB,Accounting - IFRS,statement of total recognised gains and losses,,FALSE
en-GB,Accounting - IFRS,stepped bond,,FALSE
en-GB,Accounting - IFRS,stewardship,,FALSE
en-GB,Accounting - IFRS,stock,,FALSE
en-GB,Accounting - IFRS,stock exchange,,FALSE
en-GB,Accounting - IFRS,stock holding period,,FALSE
en-GB,Accounting - IFRS,stock market,,FALSE
en-GB,Accounting - IFRS,subsidiary company,,FALSE
en-GB,Accounting - IFRS,substance,,FALSE
en-GB,Accounting - IFRS,subtotal,,FALSE
en-GB,Accounting - IFRS,suppliers' payment period,,FALSE
en-GB,Accounting - IFRS,tangible fixed assets,,FALSE
en-GB,Accounting - IFRS,timeliness,,FALSE
en-GB,Accounting - IFRS,total assets usage,,FALSE
en-GB,Accounting - IFRS,trade creditors,,FALSE
en-GB,Accounting - IFRS,trade debtors,,FALSE
en-GB,Accounting - IFRS,trade payables,,FALSE
en-GB,Accounting - IFRS,trade receivables,,FALSE
en-GB,Accounting - IFRS,true and fair view,,FALSE
en-GB,Accounting - IFRS,turnover,,FALSE
en-GB,Accounting - IFRS,UK ASB system,,FALSE
en-GB,Accounting - IFRS,understandability,,FALSE
en-GB,Accounting - IFRS,unlisted,,FALSE
en-GB,Accounting - IFRS,unrealised,,FALSE
en-GB,Accounting - IFRS,unsecured creditors,,FALSE
en-GB,Accounting - IFRS,unsecured loan,,FALSE
en-GB,Accounting - IFRS,value to the business,,FALSE
en-GB,Accounting - IFRS,variance,,FALSE
en-GB,Accounting - IFRS,working capital,,FALSE
en-GB,Accounting - IFRS,working capital cycle,,FALSE
en-GB,Accounting - IFRS,work-in-progress,,FALSE
en-GB,Accounting - IFRS,written down value,,FALSE
