Term Locale,Term Category,Term,Alias,Case Sensitive
en-GB,Accounting - UK GAAP,consolidated ﬁnancial statements,,False
en-GB,Accounting - UK GAAP,construction contract,,False
en-GB,Accounting - UK GAAP,constructive obligation,,False
en-GB,Accounting - UK GAAP,contingent asset,,False
en-GB,Accounting - UK GAAP,contingent liability,,False
en-GB,Accounting - UK GAAP,contingent rent,,False
en-GB,Accounting - UK GAAP,control,,False
en-GB,Accounting - UK GAAP,control of an entity,,False
en-GB,Accounting - UK GAAP,credit risk,,False
en-GB,Accounting - UK GAAP,current assets,,False
en-GB,Accounting - UK GAAP,current liabilities,,False
en-GB,Accounting - UK GAAP,current tax,,False
en-GB,Accounting - UK GAAP,date of transition,,False
en-GB,Accounting - UK GAAP,deemed cost,,False
en-GB,Accounting - UK GAAP,deferred acquisition costs,,False
en-GB,Accounting - UK GAAP,deferred tax,,False
en-GB,Accounting - UK GAAP,deferred tax assets,,False
en-GB,Accounting - UK GAAP,deferred tax liabilities,,False
en-GB,Accounting - UK GAAP,deﬁned beneﬁt obligation,,False
en-GB,Accounting - UK GAAP,present value of deﬁned beneﬁt obligation,,False
en-GB,Accounting - UK GAAP,deﬁned beneﬁt plans,,False
en-GB,Accounting - UK GAAP,deﬁned contribution plans,,False
en-GB,Accounting - UK GAAP,depreciable amount,,False
en-GB,Accounting - UK GAAP,depreciated replacement cost,,False
en-GB,Accounting - UK GAAP,depreciation,,False
en-GB,Accounting - UK GAAP,derecognition,,False
en-GB,Accounting - UK GAAP,derivative,,False
en-GB,Accounting - UK GAAP,development,,False
en-GB,Accounting - UK GAAP,discontinued operation,,False
en-GB,Accounting - UK GAAP,discretionary participation feature,,False
en-GB,Accounting - UK GAAP,disposal group,,False
en-GB,Accounting - UK GAAP,effective interest method,,False
en-GB,Accounting - UK GAAP,effective interest rate,,False
en-GB,Accounting - UK GAAP,employee beneﬁts,,False
en-GB,Accounting - UK GAAP,entity combination,,False
en-GB,Accounting - UK GAAP,equity,,False
en-GB,Accounting - UK GAAP,equity-settled share-based payment transaction,,False
en-GB,Accounting - UK GAAP,errors,,False
en-GB,Accounting - UK GAAP,expenses,,False
en-GB,Accounting - UK GAAP,EU-adopted IFRS,,False
en-GB,Accounting - UK GAAP,fair value,,False
en-GB,Accounting - UK GAAP,fair value less costs to sell,,False
en-GB,Accounting - UK GAAP,ﬁnance lease,,False
en-GB,Accounting - UK GAAP,ﬁnancial asset,,False
en-GB,Accounting - UK GAAP,ﬁnancial guarantee contract,,False
en-GB,Accounting - UK GAAP,ﬁnancial institution,,False
en-GB,Accounting - UK GAAP,ﬁnancial instrument,,False
en-GB,Accounting - UK GAAP,ﬁnancial liability,,False
en-GB,Accounting - UK GAAP,ﬁnancial position,,False
en-GB,Accounting - UK GAAP,ﬁnancial statements,,False
en-GB,Accounting - UK GAAP,ﬁnancial risk,,False
en-GB,Accounting - UK GAAP,ﬁnancing activities,,False
en-GB,Accounting - UK GAAP,ﬁrm commitment,,False
en-GB,Accounting - UK GAAP,ﬁrst-time adopter of this FRS,,False
en-GB,Accounting - UK GAAP,ﬁxed assets,,False
en-GB,Accounting - UK GAAP,forecast transaction,,False
en-GB,Accounting - UK GAAP,foreign operation,,False
en-GB,Accounting - UK GAAP,FRS 100,,False
en-GB,Accounting - UK GAAP,FRS 101,,False
en-GB,Accounting - UK GAAP,FRS 102,,False
en-GB,Accounting - UK GAAP,FRS 103,,False
en-GB,Accounting - UK GAAP,FRS 104,,False
en-GB,Accounting - UK GAAP,FRS 105,,False
en-GB,Accounting - UK GAAP,functional currency,,False
en-GB,Accounting - UK GAAP,funding of post-employment beneﬁts,,False
en-GB,Accounting - UK GAAP,gains,,False
en-GB,Accounting - UK GAAP,general purpose ﬁnancial statements,,False
en-GB,Accounting - UK GAAP,going concern,,False
en-GB,Accounting - UK GAAP,goodwill,,False
en-GB,Accounting - UK GAAP,government grant,,False
en-GB,Accounting - UK GAAP,grant date,,False
en-GB,Accounting - UK GAAP,gross investment in a lease,,False
en-GB,Accounting - UK GAAP,group,,False
en-GB,Accounting - UK GAAP,group reconstruction,,False
en-GB,Accounting - UK GAAP,amortised cost of a ﬁnancial liability,,False
en-GB,Accounting - UK GAAP,hedging gain,,False
en-GB,Accounting - UK GAAP,held exclusively with a view to subsequent resale,,False
en-GB,Accounting - UK GAAP,held as part of an investment portfolio,,False
en-GB,Accounting - UK GAAP,heritage assets,,False
en-GB,Accounting - UK GAAP,highly probable,,False
en-GB,Accounting - UK GAAP,IAS Regulation,,False
en-GB,Accounting - UK GAAP,International Financial Reporting Standards,IFRS,False
en-GB,Accounting - UK GAAP,impairment loss,,False
en-GB,Accounting - UK GAAP,impracticable,,False
en-GB,Accounting - UK GAAP,imputed rate of interest,,False
en-GB,Accounting - UK GAAP,inception of the lease,,False
en-GB,Accounting - UK GAAP,income,,False
en-GB,Accounting - UK GAAP,income and expenditure,,False
en-GB,Accounting - UK GAAP,income statement,,False
en-GB,Accounting - UK GAAP,income tax,,False
en-GB,Accounting - UK GAAP,individual ﬁnancial statements,,False
en-GB,Accounting - UK GAAP,infrastructure assets,,False
en-GB,Accounting - UK GAAP,insurance contract,,False
en-GB,Accounting - UK GAAP,intangible asset,,False
en-GB,Accounting - UK GAAP,interest rate implicit in the lease,,False
en-GB,Accounting - UK GAAP,interim ﬁnancial report,,False
en-GB,Accounting - UK GAAP,interim period,,False
en-GB,Accounting - UK GAAP,intrinsic value,,False
en-GB,Accounting - UK GAAP,inventories,,False
en-GB,Accounting - UK GAAP,hedging loss,,False
en-GB,Accounting - UK GAAP,inventories held for distribution at no consideration,,False
en-GB,Accounting - UK GAAP,inventories held for distribution at nominal consideration,,False
en-GB,Accounting - UK GAAP,investing activities,,False
en-GB,Accounting - UK GAAP,investment property,,False
en-GB,Accounting - UK GAAP,joint control,,False
en-GB,Accounting - UK GAAP,joint venture,,False
en-GB,Accounting - UK GAAP,jointly controlled entity,,False
en-GB,Accounting - UK GAAP,key management personnel,,False
en-GB,Accounting - UK GAAP,lease,,False
en-GB,Accounting - UK GAAP,lease incentives,,False
en-GB,Accounting - UK GAAP,lease term,,False
en-GB,Accounting - UK GAAP,lessee’s incremental borrowing rate,,False
en-GB,Accounting - UK GAAP,liability,,False
en-GB,Accounting - UK GAAP,liquidity risk,,False
en-GB,Accounting - UK GAAP,LLP Regulations,,False
en-GB,Accounting - UK GAAP,loans payable,,False
en-GB,Accounting - UK GAAP,market condition,,False
en-GB,Accounting - UK GAAP,market risk,,False
en-GB,Accounting - UK GAAP,material,,False
en-GB,Accounting - UK GAAP,measurement,,False
en-GB,Accounting - UK GAAP,merger,,False
en-GB,Accounting - UK GAAP,minimum lease payments,,False
en-GB,Accounting - UK GAAP,monetary items,,False
en-GB,Accounting - UK GAAP,multi-employer plans,,False
en-GB,Accounting - UK GAAP,multi-employer beneﬁt plans,,False
en-GB,Accounting - UK GAAP,net assets available for beneﬁts,,False
en-GB,Accounting - UK GAAP,net deﬁned beneﬁt liability,,False
en-GB,Accounting - UK GAAP,net investment in a foreign operation,,False
en-GB,Accounting - UK GAAP,net investment in a lease,,False
en-GB,Accounting - UK GAAP,non-controlling interest,,False
en-GB,Accounting - UK GAAP,non-current assets,,False
en-GB,Accounting - UK GAAP,non-current liabilities,,False
en-GB,Accounting - UK GAAP,non-exchange transaction,,False
en-GB,Accounting - UK GAAP,notes to ﬁnancial statements,,False
en-GB,Accounting - UK GAAP,notional amount,,False
en-GB,Accounting - UK GAAP,objective of ﬁnancial statements,,False
en-GB,Accounting - UK GAAP,onerous contract,,False
en-GB,Accounting - UK GAAP,operating activities,,False
en-GB,Accounting - UK GAAP,operating lease,,False
en-GB,Accounting - UK GAAP,operating segment,,False
en-GB,Accounting - UK GAAP,ordinary share,,False
en-GB,Accounting - UK GAAP,other comprehensive income,,False
en-GB,Accounting - UK GAAP,owners,,False
en-GB,Accounting - UK GAAP,parent,,False
en-GB,Accounting - UK GAAP,performance,,False
en-GB,Accounting - UK GAAP,performance-related condition,,False
en-GB,Accounting - UK GAAP,permanent differences,,False
en-GB,Accounting - UK GAAP,plan assets,,False
en-GB,Accounting - UK GAAP,plan assets of an employee beneﬁt plan,,False
en-GB,Accounting - UK GAAP,post-employment beneﬁts,,False
en-GB,Accounting - UK GAAP,post-employment beneﬁt plans,,False
en-GB,Accounting - UK GAAP,potential ordinary share,,False
en-GB,Accounting - UK GAAP,present value,,False
en-GB,Accounting - UK GAAP,presentation currency,,False
en-GB,Accounting - UK GAAP,prevailing market rate,,False
en-GB,Accounting - UK GAAP,principal,,False
en-GB,Accounting - UK GAAP,probable,,False
en-GB,Accounting - UK GAAP,proﬁt,,False
en-GB,Accounting - UK GAAP,loss,,False
en-GB,Accounting - UK GAAP,projected unit credit method,,False
en-GB,Accounting - UK GAAP,"property, plant and equipment",,False
en-GB,Accounting - UK GAAP,"property, plant, and equipment",,False
en-GB,Accounting - UK GAAP,"property, plant and equipment",,False
en-GB,Accounting - UK GAAP,prospectively,,False
en-GB,Accounting - UK GAAP,prospectively applying a change in accounting policy,,False
en-GB,Accounting - UK GAAP,provision,,False
en-GB,Accounting - UK GAAP,prudence,,False
en-GB,Accounting - UK GAAP,public beneﬁt entity,,False
en-GB,Accounting - UK GAAP,public beneﬁt entity concessionary loan,,False
en-GB,Accounting - UK GAAP,public beneﬁt entity group,,False
en-GB,Accounting - UK GAAP,publicly traded,,False
en-GB,Accounting - UK GAAP,qualifying asset,,False
en-GB,Accounting - UK GAAP,qualifying entity,,False
en-GB,Accounting - UK GAAP,qualifying insurance policies,,False
en-GB,Accounting - UK GAAP,recognition,,False
en-GB,Accounting - UK GAAP,recoverable amount,,False
en-GB,Accounting - UK GAAP,Regulations,,False
en-GB,Accounting - UK GAAP,reinsurance contract,,False
en-GB,Accounting - UK GAAP,related party,,False
en-GB,Accounting - UK GAAP,related party transaction,,False
en-GB,Accounting - UK GAAP,relevance,,False
en-GB,Accounting - UK GAAP,reliability,,False
en-GB,Accounting - UK GAAP,reporting date,,False
en-GB,Accounting - UK GAAP,reporting period,,False
en-GB,Accounting - UK GAAP,research,,False
en-GB,Accounting - UK GAAP,residual value,,False
en-GB,Accounting - UK GAAP,residual value of an asset,,False
en-GB,Accounting - UK GAAP,restriction,,False
en-GB,Accounting - UK GAAP,restructuring,,False
en-GB,Accounting - UK GAAP,retirement beneﬁt plan,,False
en-GB,Accounting - UK GAAP,retrospective application,,False
en-GB,Accounting - UK GAAP,retrospective application of an accounting policy,,False
en-GB,Accounting - UK GAAP,revenue,,False
en-GB,Accounting - UK GAAP,separate ﬁnancial statements,,False
en-GB,Accounting - UK GAAP,service concession arrangement,,False
en-GB,Accounting - UK GAAP,service potential,,False
en-GB,Accounting - UK GAAP,share-based payment transaction,,False
en-GB,Accounting - UK GAAP,share option,,False
en-GB,Accounting - UK GAAP,signiﬁcant inﬂuence,,False
en-GB,Accounting - UK GAAP,Small Companies Regulations,,False
en-GB,Accounting - UK GAAP,small entity,,False
en-GB,Accounting - UK GAAP,Small LLP Regulations,,False
en-GB,Accounting - UK GAAP,Statement of Recommended Practice,SORP,False
en-GB,Accounting - UK GAAP,state,,False
en-GB,Accounting - UK GAAP,state plan,,False
en-GB,Accounting - UK GAAP,state employee beneﬁt plan,,False
en-GB,Accounting - UK GAAP,statement of cash ﬂows,,False
en-GB,Accounting - UK GAAP,statement of comprehensive income,,False
en-GB,Accounting - UK GAAP,statement of ﬁnancial position,,False
en-GB,Accounting - UK GAAP,statement of income and retained earnings,,False
en-GB,Accounting - UK GAAP,subsidiary,,False
en-GB,Accounting - UK GAAP,substantively enacted,,False
en-GB,Accounting - UK GAAP,tax expense,,False
en-GB,Accounting - UK GAAP,tax loss,,False
en-GB,Accounting - UK GAAP,taxable proﬁt,,False
en-GB,Accounting - UK GAAP,termination beneﬁts,,False
en-GB,Accounting - UK GAAP,timing differences,,False
en-GB,Accounting - UK GAAP,timeliness,,False
en-GB,Accounting - UK GAAP,total comprehensive income,,False
en-GB,Accounting - UK GAAP,transaction costs ﬁnancial instruments,,False
en-GB,Accounting - UK GAAP,transaction costs,,False
en-GB,Accounting - UK GAAP,treasury shares,,False
en-GB,Accounting - UK GAAP,turnover,,False
en-GB,Accounting - UK GAAP,understandability,,False
en-GB,Accounting - UK GAAP,useful life,,False
en-GB,Accounting - UK GAAP,value in use,,False
en-GB,Accounting - UK GAAP,value in use in respect of assets held for their service potential,,False
en-GB,Accounting - UK GAAP,venturer,,False
en-GB,Accounting - UK GAAP,vest,,False
en-GB,Accounting - UK GAAP,vested beneﬁts,,False
